,gdp,gdp,gdp,gdp,gdp,cpi,cpi,cpi,cpi,cpi
1999-08-21,109.62550633764951,109.5470444292912,107.47085852231653,110.30469128357767,105.6085128583044,111.49569270927246,113.41854060371728,102.44122038079047,105.52865356629202,107.63540455979225
1999-08-22,109.63519839128253,109.55844661800984,107.47632207238794,110.3107488131929,105.61331233848045,111.50571913667892,113.42006242033486,102.45873047448508,105.53976328185577,107.639290811641
1999-08-23,109.6449459382553,109.5694783485565,107.48188233708227,110.31682462693699,105.61802411815727,111.49920555330162,113.43289095847199,102.47651696158297,105.53648019135014,107.64048143580247
1999-08-24,109.65469143259644,109.58086000411198,107.4874222855401,110.32302735260683,105.62278767564895,111.49938995460087,113.46809895716846,102.52227078356422,105.48606166981618,107.64567866395868
1999-08-25,109.66437258619064,109.59203159799893,107.4930299577412,110.32925583192821,105.62751092169815,111.52399192923559,113.50468909521193,102.53987278636527,105.46679267702669,107.61473464761006
1999-08-26,109.67412444125962,109.60322323923312,107.49856968000714,110.33539779846797,105.63218069445351,111.52111526956773,113.50333756320788,102.53249618544982,105.45228170300524,107.6371249228574
1999-08-27,109.68390694847558,109.6144771364587,107.5040499250892,110.34154868290392,105.63692269465443,111.5205358044303,113.50342052134673,102.51611562648095,105.4312751027496,107.64937086437601
1999-08-28,109.69349916441926,109.6258568082522,107.50957637150043,110.34766727259007,105.6415818739066,111.53812222200781,113.53027896314616,102.48848887284659,105.47384115542133,107.6410240734064
1999-08-29,109.70297663606696,109.63714284051397,107.51519410372242,110.35379290028966,105.6462991761373,111.56546127612688,113.53915483973823,102.4623040519914,105.46341174840263,107.64445622844521
1999-08-30,109.71233559046546,109.64826581594346,107.52073269976978,110.36005075234505,105.65103282473889,111.58974759645758,113.51419426762197,102.48522689785293,105.47932216875806,107.64624113959876
1999-08-31,109.72181857832042,109.65948638877644,107.52632054417204,110.36626159256741,105.65588284000367,111.59769425555106,113.49034168719929,102.51451618857975,105.4875481494996,107.64576995925135
1999-09-01,109.73128825656617,109.6706153040048,107.53193123491697,110.37248804723666,105.6607480148052,111.60317415143084,113.51471561558505,102.49879089076231,105.46888537921458,107.66550440760635
1999-09-02,109.7406943876616,109.68151222788072,107.53757138581949,110.37893024752006,105.66573430706066,111.63178242101357,113.54498326324747,102.49007370252035,105.46898171920785,107.67714701665471
1999-09-03,109.75008903534206,109.69258886783754,107.54323584849351,110.38544264651867,105.67055656417155,111.67020122955999,113.5503408638311,102.50449264111599,105.42238582668422,107.67257266167238
1999-09-04,109.75956359253259,109.7034764011207,107.54895711775671,110.39186278824009,105.67542696016046,111.65882665310066,113.53313900785815,102.50249759148791,105.39832992554851,107.69763753389246
1999-09-05,109.76900109965021,109.71417216276043,107.55469859730373,110.39839174099035,105.68025649622635,111.67183155858963,113.53783504935032,102.50279703983718,105.41024128767235,107.67394444998904
1999-09-06,109.77859118823689,109.72492072394532,107.56048270950843,110.40487390992037,105.68504688513075,111.64805518172673,113.5736581524057,102.51457164153904,105.40768471059303,107.65110608206615
1999-09-07,109.78824776454124,109.73556351245543,107.56627250754168,110.41142990109444,105.68984106664405,111.62501642127368,113.55230836141347,102.55116751202137,105.41745525826411,107.63048851954758
1999-09-08,109.79786235732877,109.74602850082394,107.57211523692759,110.41800690786748,105.69467613007485,111.62749801866381,113.50946884677272,102.5337708200934,105.37429641404914,107.66454521102493
1999-09-09,109.80740719932744,109.75645955229113,107.5780233542245,110.4245223296973,105.69949513692774,111.64841184546378,113.51741007531476,102.52322211467708,105.39881560186178,107.67214151657687
1999-09-10,109.81705444438617,109.76702765081923,107.58395210316785,110.43115063852918,105.70423758532098,111.64758153355032,113.54709941130075,102.51731543754694,105.42104736016053,107.66013448595781
1999-09-11,109.82677913519892,109.77755471384599,107.5900087853822,110.43773909143975,105.70902758211783,111.6699115665141,113.56376819326456,102.52761635526922,105.4628517756945,107.64491472544069
1999-09-12,109.83647018449703,109.78821955458108,107.59601921675193,110.44429564422983,105.71390115545809,111.65935398097838,113.50957996511048,102.51530369188629,105.45417946175387,107.66746379192094
1999-09-13,109.8461967542533,109.79896362417607,107.60210748096945,110.45090454208123,105.71882506940132,111.68291046129967,113.50104420717365,102.49847264759633,105.46533446359251,107.67689118141179
1999-09-14,109.85587251072114,109.80980667366124,107.6081701582716,110.45767714425723,105.72375608198462,111.69642733310779,113.49609841939497,102.4808377121238,105.4789019713612,107.68777360130171
1999-09-15,109.86553067680256,109.82066434664675,107.61419477150078,110.46443686001487,105.728694255099,111.69644919388631,113.54861442196804,102.44842328477664,105.48929106516707,107.69126009313594
1999-09-16,109.87522357214621,109.83167966289298,107.620247156429,110.47142462313387,105.73362181728567,111.70078003981607,113.54625178925552,102.43417984471277,105.4836259006539,107.71709993424903
1999-09-17,109.8849994940556,109.84293125998887,107.62636043857314,110.47847636232882,105.73852150959563,111.67642992952985,113.55718945444889,102.3995058344897,105.48303969483834,107.70767548201292
1999-09-18,109.89481331984902,109.8544459918204,107.63246929287341,110.48560108138979,105.74341548304629,111.71992837590258,113.57664807317825,102.40670475196487,105.46374669944852,107.71208554055077
1999-09-19,109.9046755000375,109.86570374582988,107.63859380543038,110.49298888216148,105.74829710574824,111.69691175114671,113.57169445820637,102.40127406892172,105.50274248524414,107.73700398555779
1999-09-20,109.91458518516401,109.87666316520065,107.64477523857465,110.50037673586645,105.75309531335415,111.68387820745703,113.56397902147826,102.3671173814546,105.51036216498298,107.74364155334426
1999-09-21,109.92447670098677,109.88761186964122,107.65098857069562,110.50779432273671,105.7579680364504,111.68061462064236,113.60873929306156,102.36488306475279,105.50533495333748,107.73074247798988
1999-09-22,109.9344631332355,109.89833885556419,107.65719872841669,110.51518538507379,105.76280176370517,111.68705527571448,113.64827787875464,102.35276270927366,105.49443923984688,107.689998335699
1999-09-23,109.94433862041419,109.90923760220662,107.66344880900198,110.52277133035254,105.76758389454834,111.70503844630039,113.60334925860792,102.34839651066874,105.49531806881292,107.66816139145696
1999-09-24,109.95417504737819,109.91971355614871,107.66971650330653,110.53032167192559,105.77234380661002,111.70439532761112,113.57119845056837,102.34744342290614,105.48788751407137,107.64635415276706
1999-09-25,109.96397740296486,109.93050872170907,107.67594544889404,110.53777225695822,105.77710826548002,111.70292354091995,113.54873383197622,102.33960551312605,105.50884548187935,107.65149143966416
1999-09-26,109.97384360826551,109.9414193196477,107.68218428790034,110.54527690059801,105.78194929692032,111.76514902528555,113.54686480788237,102.3285725804537,105.53125792932794,107.66594405184635
1999-09-27,109.9838069026769,109.95212409828582,107.68849348507392,110.55262429274792,105.78681570613209,111.79033906402549,113.54279188902613,102.29623370780044,105.55355791371363,107.65932843597183
1999-09-28,109.99379064481846,109.96291428374552,107.69487903683242,110.55989919592932,105.79169200877237,111.77306965055756,113.53111562713862,102.28135446600388,105.57005082354142,107.65569930969636
1999-09-29,110.00369177476423,109.97318379371092,107.70134878349263,110.56729470347922,105.79655837952998,111.77203554734804,113.57589136513623,102.25913100128767,105.57935486948685,107.64313273609393
1999-09-30,110.01349433299617,109.98296409845855,107.70791998494853,110.57465163403837,105.80133510151967,111.74694389984052,113.57933777530975,102.26296189722031,105.59677451317656,107.62026750300436
1999-10-01,110.02319222422489,109.99282914086699,107.71447481162015,110.58221803512076,105.80612159825262,111.74911493338973,113.59371987352259,102.25933462719662,105.60676977516925,107.61944814481276
1999-10-02,110.03268346361793,110.00267596758923,107.7210205792021,110.58996583186253,105.8110377520799,111.76305267087885,113.62952223724562,102.25186195644133,105.61125558033461,107.6442941354761
1999-10-03,110.04209570857563,110.01248751452275,107.72749746570395,110.59800743860951,105.81603758605205,111.76148400629033,113.6826274187356,102.20592852134334,105.62339640177146,107.66074483478768
1999-10-04,110.05159022615025,110.02245370529621,107.73393380251747,110.60592331263811,105.82106893608827,111.72916728966872,113.71423005387696,102.19462123807365,105.61841598290339,107.68605204245765
1999-10-05,110.06112748418005,110.03194298587844,107.74043285179577,110.61386257666801,105.82615129491805,111.69069278585604,113.7102346875744,102.16716346526466,105.63993100470665,107.64396595747812
1999-10-06,110.07082109492087,110.04159433323011,107.74702330559532,110.62163291057497,105.83132485435581,111.66129783215287,113.74357327363964,102.16929251306705,105.65950032852909,107.66613005676535
1999-10-07,110.08060655078033,110.05105762805798,107.75364824446773,110.62932914214774,105.83638527083039,111.65097222974266,113.74150925605623,102.17410178099347,105.64613956256096,107.65860498832991
1999-10-08,110.09047839423732,110.06063314522109,107.76024231527308,110.63727816654144,105.84141589467094,111.63839650865343,113.73911702571685,102.15348875870208,105.64831904710007,107.66733823402195
1999-10-09,110.10050498980422,110.0702131605833,107.76682807733579,110.64530326690027,105.84656676904608,111.62969143170406,113.7636772076684,102.11240641120207,105.61313922259608,107.65646345898966
1999-10-10,110.1104909341775,110.0798678657666,107.77344224322874,110.65325049160761,105.85162854370085,111.59694669285304,113.735210323879,102.09636362866985,105.64489009355313,107.65745376870811
1999-10-11,110.12043105321517,110.08946602111352,107.78008105362063,110.66128336441967,105.85678927046737,111.64088715184273,113.7433753200235,102.08992775660143,105.6446433643479,107.646279685725
1999-10-12,110.13039928545963,110.09894405815147,107.78674963737825,110.66925992305715,105.8619428188268,111.64864583040443,113.7541436015448,102.10087064296071,105.63379254605103,107.65717273751095
1999-10-13,110.14034841498338,110.10829860328971,107.79349705869576,110.6773167375648,105.8671703595652,111.64379316075981,113.77602188165845,102.0684678443318,105.69321913713672,107.66833632082671
1999-10-14,110.15025748495786,110.11764872764948,107.80020024045491,110.68533228716225,105.87242082521672,111.6387481861119,113.75551038319865,102.04944839048801,105.72935746506325,107.67106145629465
1999-10-15,110.16005560651318,110.1271934273751,107.80694666678438,110.69346690317205,105.87766080672692,111.66421540933031,113.7618088176962,102.04046325147915,105.76368288444465,107.69049521000154
1999-10-16,110.16996915857163,110.13678540700131,107.81364824864977,110.70160380835087,105.88303133528343,111.67716668607918,113.78831285850428,101.98876709673608,105.77524901969974,107.6876928448185
1999-10-17,110.17980787254434,110.14625303078346,107.82037508333131,110.70985871715513,105.88844459440676,111.6997956721702,113.8099766053929,101.9681231901197,105.76103836512014,107.7148822900056
1999-10-18,110.18971475331628,110.15566704550658,107.8270690461304,110.71808180743646,105.89384680060064,111.7108871536647,113.75642234257761,101.9376649167755,105.76536411712597,107.70506305669146
1999-10-19,110.19965376628505,110.16475956955952,107.83389283599249,110.72637500655213,105.89929101767893,111.73918637479407,113.75838706670555,101.89571183809136,105.79970709796247,107.69041343313809
1999-10-20,110.20963997579534,110.17379330856558,107.84068524392623,110.73460166169893,105.90483758174248,111.75196676060389,113.72594054102838,101.8659703041356,105.80845831024669,107.71275642984403
1999-10-21,110.21967697921744,110.18306086554234,107.84759073933478,110.74266126586886,105.91030622979545,111.7313941937432,113.76704327819182,101.87958509717609,105.83958718627977,107.73632754292893
1999-10-22,110.22959418917577,110.19197989278197,107.85453154803737,110.75070231569161,105.91580271954388,111.69033206902706,113.80378304795204,101.85591586712614,105.86482933296246,107.72952321518756
1999-10-23,110.23951788256662,110.20084485803416,107.86148326829151,110.75881547008741,105.92115359870907,111.66712329745754,113.83573963162533,101.83545044485736,105.86388874129239,107.71343674292189
1999-10-24,110.24941707651925,110.20971612612652,107.86840272416492,110.76683875929321,105.92640162832654,111.69705917698738,113.88334277160169,101.80748061335765,105.87965047217185,107.73246930341507
1999-10-25,110.25924526423633,110.21883304039312,107.87528194920482,110.77498583538278,105.93185574635893,111.68886880361929,113.84873132886337,101.82583280315853,105.85944318539869,107.76081492278159
1999-10-26,110.26911828177077,110.2278363160173,107.88222267126766,110.78320154740119,105.93731032411374,111.74083400077842,113.88621825211565,101.81666536320589,105.83422900132402,107.76609150097268
1999-10-27,110.27902250643172,110.23699705299691,107.8891841505378,110.79163919482673,105.94284321743633,111.74491041611334,113.88569431334912,101.80754892025948,105.86102717914488,107.76445074698071
1999-10-28,110.28883162063106,110.24629955876705,107.89623890268915,110.80006972871267,105.9484076433772,111.73969887117023,113.90095668657692,101.80137750414666,105.85178911345005,107.77233246514827
1999-10-29,110.29865961691694,110.25561301585957,107.90321721713191,110.80840941346368,105.95401876687218,111.74921651927262,113.89461831870979,101.77129229298609,105.8220315751104,107.80035357126683
1999-10-30,110.30829271583136,110.26482913779923,107.9101561426894,110.81667990694832,105.95958722837733,111.74412655239355,113.85859817327487,101.763994828381,105.83614389924291,107.8369530897072
1999-10-31,110.31795350804045,110.27380476312499,107.91711914316281,110.82505690751384,105.96519873886248,111.73720679654308,113.84604880752221,101.77349915624308,105.82756435556621,107.84065664673392
1999-11-01,110.32781961940871,110.2828791141191,107.92416798314662,110.8334935324274,105.9707438210853,111.74944418134561,113.89500316181784,101.76920575650497,105.84363022183575,107.86826302880999
1999-11-02,110.33780789595532,110.2919356881635,107.93121494721979,110.84200404913003,105.9762368156136,111.73433969335633,113.92765103740176,101.75881721368779,105.88865685596926,107.87076592462587
1999-11-03,110.34779524845243,110.30103627673225,107.93823439389088,110.85053069854757,105.9817517132619,111.7366166961326,113.91047099463565,101.74177911916128,105.90070456388646,107.8454411361572
1999-11-04,110.35785890568867,110.30997716859699,107.9452632382215,110.85898186093063,105.98734919085057,111.72895427611506,113.98106533996028,101.72528921857638,105.90528294517482,107.84690554075594
1999-11-05,110.367892796768,110.31900048185325,107.9522454781855,110.8676977161776,105.99298840006927,111.74248977813919,114.01933702096518,101.68609902374352,105.92240949709819,107.85735940675966
1999-11-06,110.37798997460965,110.32780620764942,107.95924045545654,110.87647243017848,105.99861257872922,111.75805875535787,114.02082945711074,101.67030155914895,105.90805418360628,107.83997901261353
1999-11-07,110.38804381159672,110.33669827331802,107.96622829621693,110.88533689702359,106.00434382932798,111.75301867584437,114.02685768393022,101.66288058875952,105.914729543681,107.84469135653372
1999-11-08,110.39802374634104,110.34561929750687,107.97328110769747,110.8943818952188,106.0099278317401,111.74143889403142,114.00731171309147,101.65781959757275,105.94963690667402,107.84454283604617
1999-11-09,110.40810491210217,110.3544771995038,107.98034016362175,110.90350139566458,106.01548146444959,111.74309928744405,114.02009891898767,101.66043170333919,106.0100910778126,107.81685651365093
1999-11-10,110.41820562706353,110.36378574834451,107.98737092631687,110.91241540981106,106.0210484300271,111.78502930455433,114.03604246330721,101.66061650683692,106.03653942890318,107.83431035735252
1999-11-11,110.42816585833121,110.37318566103227,107.99442808507892,110.92133809047351,106.0265762665716,111.80767705674049,114.03406731624118,101.68094939189552,106.0396217185991,107.8280370911006
1999-11-12,110.43808192941901,110.38251659949503,108.00147218263297,110.93037741063998,106.03213567288871,111.80555471032127,114.05808713053948,101.6584020441085,106.01722906744943,107.80848563546311
1999-11-13,110.44802499538201,110.39188559304255,108.00858988977738,110.93935006707747,106.03774378179273,111.78240668488014,114.03265597511967,101.62394322233693,106.04389243680804,107.7819346358322
1999-11-14,110.45787383180856,110.40094651636268,108.01575511713708,110.94829373759684,106.04344819907027,111.79997121142648,114.01994030195905,101.61353183787287,106.063530513503,107.77315230278694
1999-11-15,110.46799623499562,110.4098726969429,108.02288136904905,110.95728051640873,106.04910628031914,111.81305125514183,113.9777763119485,101.63019025919324,106.03220501294375,107.80247836468271
1999-11-16,110.47805251727728,110.41881120411179,108.03002090867905,110.96641430855146,106.05485241342694,111.79740458177722,113.96447014804181,101.64435240789416,106.0524250439923,107.79581379280185
1999-11-17,110.48815107248869,110.42775559590392,108.037069153948,110.97543372079689,106.06060031414293,111.81185374263612,113.96114625295786,101.61732981814366,106.05489821564217,107.77952701135749
1999-11-18,110.49822392534054,110.43669544339443,108.04405389824342,110.98435986526589,106.06639062807828,111.79377478201636,113.9353478932736,101.61686347859683,106.06343786343156,107.78676152776202
1999-11-19,110.50834747622672,110.44519840054336,108.05107379896256,110.99326565831589,106.0721515377183,111.75970422251996,113.89716968247063,101.60844412453521,106.06302130769286,107.7695153130165
1999-11-20,110.51856281679044,110.45371117742619,108.05808308385964,111.00238375945283,106.07813260423545,111.76996985787375,113.81468809024524,101.60409078477811,106.07209967641099,107.75706627573807
1999-11-21,110.52877696098545,110.46209244972263,108.0650927684354,111.01141411804429,106.08424578986649,111.76454605663058,113.85565353089474,101.62650170404262,106.08850900016799,107.73502876444167
1999-11-22,110.53896173302218,110.4702935101479,108.07225838190092,111.02036444129989,106.09033954295477,111.7538789358027,113.84882979550652,101.63978042205463,106.10960913909761,107.73333601676555
1999-11-23,110.54923027307049,110.47883578188652,108.07944998120293,111.02919220638732,106.09644818013943,111.75908993090763,113.80971610501129,101.61906141698029,106.11643351697606,107.75636429089622
1999-11-24,110.55928287555649,110.48753132559838,108.08666804096468,111.03797021448648,106.10255446803329,111.78895365048953,113.8475076159549,101.6153033311054,106.13047298434242,107.78150876014287
1999-11-25,110.56931035055484,110.49637411145281,108.0939312056583,111.0468473360563,106.10857206760843,111.8106619677958,113.80960042607336,101.60517837313016,106.12040173173655,107.75783497467751
1999-11-26,110.57943088132487,110.50526967963314,108.10123226807735,111.0556397201687,106.1145226150309,111.79748192183445,113.75562888484406,101.60179512880072,106.11345090380179,107.74371224456667
1999-11-27,110.58946624963708,110.5141458919471,108.10855531275728,111.06448542074261,106.12040151967534,111.78414137752407,113.77696833918668,101.58082642287582,106.1144544284408,107.738136175939
1999-11-28,110.59949403830052,110.52258880866873,108.11594010374723,111.07327764508074,106.12630206577931,111.83158285876134,113.75723805617974,101.57385017322403,106.09680717929193,107.70262407228549
1999-11-29,110.60954714280139,110.53126837036463,108.12333580442531,111.08210126701236,106.1322654831513,111.8657860034345,113.75755740774007,101.5583209750195,106.07780319808937,107.74406238327141
1999-11-30,110.6196931227122,110.53973591943551,108.13077602386507,111.09114605413603,106.13827531761348,111.90262411502275,113.73388721451822,101.50224857638788,106.09147754053022,107.74294147409519
1999-12-01,110.6298745591595,110.54834354861752,108.1381166646864,111.10012422638233,106.14423340292802,111.93964175074741,113.71437684232644,101.52387612912254,106.10969572500204,107.71290195903981
1999-12-02,110.6399755940587,110.55695969004566,108.14545987079927,111.10916634646284,106.15022095031867,111.91459365910052,113.72433949571065,101.48807668209007,106.13430164044036,107.71052100849411
1999-12-03,110.65000615004398,110.56566569775754,108.15283154848038,111.11813650556579,106.15618587485704,111.95036268100732,113.72491217862627,101.46598351879427,106.14067860684911,107.69506219997928
1999-12-04,110.65993669687552,110.57456112745437,108.16018307452948,111.12714891654906,106.16226265670463,111.93177431538436,113.78280984297731,101.50598845867023,106.12921939926741,107.6780580117442
1999-12-05,110.6698824472549,110.5833060222907,108.1676916763361,111.13614397982475,106.168335628745,111.96126830559255,113.78970940347678,101.49759872436674,106.13440214713764,107.66944395084738
1999-12-06,110.67981081226745,110.59206219184877,108.17518886720562,111.14495490693945,106.17443036345387,111.98396555431023,113.75268944645394,101.51119625495721,106.154378646905,107.68203450719916
1999-12-07,110.68980217199957,110.60109522086917,108.18265603842407,111.15387452522626,106.18045267555763,111.99528486694464,113.69787345249118,101.4795396509708,106.19130080450876,107.67521602899325
1999-12-08,110.69997743618968,110.61017006835809,108.19015778517668,111.16269860275884,106.18640149215051,112.01634418755008,113.66896501006462,101.4848242661555,106.18457016023962,107.64493727005942
1999-12-09,110.71004547702815,110.61933963492457,108.1976914343089,111.17159829134904,106.19233434714761,111.9655682217247,113.62934113135427,101.50121098952107,106.2083046146514,107.66149904466563
1999-12-10,110.71997970160452,110.62851316165629,108.20528107378006,111.1807371142211,106.1982686084673,111.97812516882772,113.62571972146314,101.49414547158862,106.21887994319613,107.70094815163179
1999-12-11,110.72989185564693,110.637466090958,108.21290722737865,111.18988817407362,106.20439441932598,111.97330568883146,113.64432126800753,101.46732239883268,106.22691813080121,107.70054652709302
1999-12-12,110.73997350681417,110.64620149696326,108.22057338276154,111.19904991585291,106.2104876384703,111.94721195493017,113.65643243440579,101.48336857985242,106.22168300622404,107.71694340564623
1999-12-13,110.7501209812867,110.65497745659462,108.22815309806893,111.20819608185197,106.21658113664147,111.97478516180576,113.73162064270205,101.48864126317827,106.24266505883729,107.70552486368219
1999-12-14,110.7602192859133,110.66371450723862,108.23575149399403,111.21752229171955,106.22269910811848,111.98466184128634,113.81548530140728,101.46488035414431,106.2475683826156,107.7180392697682
1999-12-15,110.77048228876606,110.67223502204345,108.24341408614696,111.22701399352931,106.2288856887825,112.00982625258297,113.81542623402719,101.47288967621228,106.25568993297165,107.74335520533309
1999-12-16,110.78079544675349,110.68075717680148,108.2510881002543,111.23642277286827,106.23519296152605,112.00479434845154,113.83367549590069,101.46907763853538,106.24972110542882,107.76772213248593
1999-12-17,110.7910863117483,110.68904131275485,108.25885146322625,111.2458463347273,106.24160279769464,112.01505726182864,113.77252065978386,101.45302010725801,106.23384765763531,107.7935427753915
1999-12-18,110.80138495703228,110.69711729949178,108.26670929444163,111.25556937284283,106.24794654045681,112.00966755783442,113.83611862244399,101.4483329524278,106.25803839389239,107.77916636557977
1999-12-19,110.8116327056941,110.70516489456776,108.27460224860715,111.2651218712501,106.2543462880471,111.99301617519662,113.80055660320613,101.45914708380104,106.29474647404697,107.80848586470252
1999-12-20,110.82210045333582,110.7131364214445,108.28253384160777,111.27462366979108,106.26089511604053,112.01727401311221,113.81980869727039,101.47721515582994,106.28123580304033,107.83464282369934
1999-12-21,110.83277385616641,110.7211795879484,108.29043458755424,111.28408977519119,106.2673808905186,112.00444780548558,113.86446734090273,101.49037059678885,106.24368218037016,107.820135485237
1999-12-22,110.84360077444822,110.72900387348554,108.29824086217411,111.29342376526004,106.27385073347396,112.03898908035113,113.86423381318872,101.4613766854091,106.21240227932549,107.85183593238037
1999-12-23,110.85421688894964,110.73690707756454,108.30603196334071,111.30268191906053,106.2803119722694,112.07896093185285,113.90267779114126,101.42474868442395,106.20434831274393,107.87828422714718
1999-12-24,110.86484355036805,110.74489790557328,108.31391649931057,111.31177836687827,106.28681664019271,112.07606461788303,113.92965698588289,101.40321363751187,106.19679212815386,107.8665582153002
1999-12-25,110.87546146710476,110.75274469388474,108.3217366099433,111.3209154975674,106.29339401655187,112.12906576171034,113.9271322038138,101.39429631359782,106.19911679186156,107.85792056848446
1999-12-26,110.88610630532355,110.76093915866373,108.32951993761326,111.32992590963389,106.30003015070702,112.14627136654013,113.93127689681175,101.38324907428122,106.21486491651244,107.88205934137044
1999-12-27,110.89689015836954,110.76907813421245,108.33730543996165,111.33893090925295,106.3066238396262,112.17616904405556,114.00028649989892,101.3837827884106,106.22966162887438,107.91644113084399
1999-12-28,110.90761777660154,110.77687178295399,108.34510494514657,111.3481149320178,106.31323863340228,112.19668271595165,114.01170378159607,101.36930223769915,106.26047585430886,107.91995728985499
1999-12-29,110.9183772218059,110.78469973172835,108.35292233103966,111.35737325999058,106.31990504500493,112.20736169242684,114.03077749995597,101.37339394345182,106.24443224369807,107.96527729976721
1999-12-30,110.92911257314563,110.79227095368276,108.3608369001433,111.3667482230936,106.32668560746048,112.23705293475761,114.05495401970953,101.36961044884626,106.25594681936354,107.98884565284281
1999-12-31,110.9398543705933,110.79978388491725,108.3686753832833,111.37605375287819,106.33354233204986,112.25838433276589,114.10406138141343,101.35827628605362,106.24662736357422,108.03017596332472
2000-01-01,110.9505872634123,110.807626974953,108.37651670903138,111.38548413104675,106.34042041541976,112.27681729426415,114.09939178195904,101.36704610659618,106.24968853126789,108.03850136683714
2000-01-02,110.96128949364345,110.8152774730675,108.38446147281537,111.39484775904937,106.3472697227715,112.31498506581823,114.16191132611786,101.36797197350059,106.2314506627077,108.02194226719412
2000-01-03,110.97181282840329,110.82308961973847,108.39241479425364,111.40449560118454,106.35414267130017,112.33532658297183,114.13848102699448,101.37715588918267,106.23099344306218,107.99093103890749
2000-01-04,110.98227864392636,110.83092732116168,108.40025778797431,111.41419278668779,106.36112507669816,112.30492243898487,114.12866200497538,101.33383949600255,106.27516681165365,108.00869437086429
2000-01-05,110.9927603402232,110.83868731487776,108.40817028259566,111.42406621257827,106.36809522549126,112.31842882140917,114.13470153166084,101.33111449134356,106.29080876142974,108.03917135570492
2000-01-06,111.00313621058339,110.84677579346433,108.41614739358302,111.43402471109728,106.37510642081108,112.35989843873739,114.16330073936842,101.32814772136916,106.26922709285769,108.05548713082199
2000-01-07,111.01351886068554,110.8548095815815,108.42414621012104,111.44399168081799,106.38216663829584,112.33581654809213,114.14662816657236,101.30481904178298,106.30840123471485,108.07542638905507
2000-01-08,111.02415444503738,110.86293211013395,108.43210885781664,111.45385715450784,106.38927385768157,112.38071975668224,114.17644731207395,101.28571900322619,106.30802231159686,108.0840966734082
2000-01-09,111.03476615716613,110.87095064014939,108.44004539172039,111.46378205837154,106.39640036625418,112.39886416539528,114.23888172116592,101.29820391027526,106.32671359924431,108.08238752450555
2000-01-10,111.04539957597389,110.8789561301927,108.44793698382207,111.4737224929548,106.40337690273442,112.44337416041168,114.28113984937802,101.33970373532878,106.3458394815678,108.09288974996296
2000-01-11,111.05589158481109,110.88743022518985,108.45580777501674,111.48367576733767,106.41037042015365,112.44288997159555,114.30417182698224,101.32656090457222,106.36183697462423,108.10962458434024
2000-01-12,111.06638239801464,110.89590690101127,108.46365552108344,111.49350333711554,106.41741797019253,112.49823399131344,114.27456781992608,101.33585892607542,106.340090664934,108.1304792345937
2000-01-13,111.0768383264796,110.90411615237694,108.47155776923387,111.50333045883966,106.42441179610027,112.53509339950747,114.36185350993937,101.36698321140497,106.34300754864397,108.1492994986222
2000-01-14,111.08729630911897,110.91228615495721,108.47946313152998,111.51318344024656,106.43145306407882,112.55340709737797,114.38613257069946,101.34553494348138,106.33573761061879,108.14838810725712
2000-01-15,111.09766731344271,110.92043893760355,108.48745945810856,111.52311214406149,106.43858868475687,112.58579289600982,114.34035450972543,101.31656051361398,106.32901002507214,108.1675180283068
2000-01-16,111.10790835637192,110.92852665906399,108.4954156369319,111.53317795362958,106.44574604180926,112.59705387017551,114.34704648945318,101.29136641385115,106.33718887693351,108.22121430389191
2000-01-17,111.11827711208898,110.93648950871595,108.50346288890778,111.54329325190254,106.45279150702659,112.62620975253847,114.35257490923648,101.26884285203163,106.34763073071429,108.25148464510319
2000-01-18,111.12858815757305,110.94456077844876,108.51155088636833,111.5533949179948,106.45982473837154,112.70010469811052,114.39063539622843,101.2539278055059,106.36450739526634,108.30938563315448
2000-01-19,111.13877856808145,110.95277641720868,108.51964587339269,111.56321964860852,106.46695318618197,112.72638731060117,114.40568910593251,101.26771650002554,106.34334144506428,108.32287520962012
2000-01-20,111.14909020412465,110.96097880209653,108.52771335142525,111.57309670117893,106.47401881708524,112.74887772818414,114.41644730610659,101.26993680119352,106.33973077441615,108.3550545824086
2000-01-21,111.15944482683256,110.96899546019733,108.5358009059651,111.58281832611053,106.48103414309597,112.79346518908586,114.50745772453426,101.27218727874165,106.33245596501988,108.3907388890277
2000-01-22,111.16986000011063,110.97657503360406,108.54387104333536,111.59249220508099,106.48807441626111,112.80401204642256,114.52667990125983,101.29216895252809,106.31775211797476,108.41528457270626
2000-01-23,111.18028505718962,110.98419525114585,108.55201846112945,111.6022132345572,106.49506686139831,112.79545935449093,114.55570383559248,101.29082494602461,106.31048233822013,108.43851325245986
2000-01-24,111.19078139789289,110.99193575951658,108.56017480722711,111.61213645992305,106.5020848425605,112.8257100950125,114.63257202150587,101.31188973687513,106.30768327542816,108.4301016680008
2000-01-25,111.20121983465852,110.99960950629593,108.56832931408933,111.62199740438795,106.50901349957508,112.86777046419893,114.64358033871243,101.29358927414452,106.32115999162295,108.41537370190073
2000-01-26,111.21170111339624,111.00733787904593,108.57654703404367,111.63197612502272,106.51592022268616,112.90143450824674,114.64106267388789,101.2892454706088,106.33276373005758,108.44839353693192
2000-01-27,111.22214740844771,111.01503364504131,108.58469705563934,111.64207058963241,106.52289946900949,112.95969339345083,114.74046869910906,101.30045892299952,106.32018945248274,108.47510358625001
