,titan,io,callisto,europa,ganymede
1996-05-29,3.710385471689115e-05,4.6713696886246936e-05,9.980968681166935e-05,3.0492334870624305e-05,2.294826812065942e-05
1996-05-30,3.737465934405826e-05,4.899993095475175e-05,9.913222712643055e-05,3.0729518937677724e-05,2.3320182751529472e-05
1996-05-31,3.7647505609639254e-05,5.153728081430664e-05,9.936731825122003e-05,3.0945284064776146e-05,2.256935000310989e-05
1996-06-01,3.7307227956473454e-05,5.050515860816063e-05,9.936072316363287e-05,2.8673592481931465e-05,2.222168007581793e-05
1996-06-02,3.778448063362916e-05,5.184829228199739e-05,9.966047393694666e-05,2.7325393174626456e-05,2.2130541091236466e-05
1996-06-03,3.7861489578183694e-05,5.109749137077735e-05,9.97505165578616e-05,2.5417201222399655e-05,2.214590593663246e-05
1996-06-04,3.880126802524586e-05,4.925736222882726e-05,0.00010027026761028068,2.4215760483281557e-05,2.267569581015927e-05
1996-06-05,3.861103021685075e-05,4.7711232225911004e-05,0.00010014834963789632,2.458716958742002e-05,2.2455067493654113e-05
1996-06-06,3.888146285646599e-05,4.6126432617921154e-05,0.00010082757763818506,2.394546163286826e-05,2.2138715685793287e-05
1996-06-07,3.828568856123482e-05,4.6483123501861456e-05,0.00010074612003729833,2.3525336619201198e-05,2.1179575984797694e-05
1996-06-08,3.8900915832584815e-05,4.435347635678433e-05,0.0001011821092480325,2.6113289357754255e-05,2.1624402259057263e-05
1996-06-09,3.924022952905837e-05,4.465090134941896e-05,0.00010042209247962397,2.5810273432291808e-05,2.1439043591753304e-05
1996-06-10,3.996682730011969e-05,4.703403211281376e-05,0.00010029226586971696,2.7730006047610445e-05,2.1107448431534337e-05
1996-06-11,4.0688572175984206e-05,4.655535299802338e-05,0.00010027382214072844,2.641889475940573e-05,2.1541598648644467e-05
1996-06-12,4.080308056875204e-05,4.849544430451935e-05,9.974283148972418e-05,2.6768064230742183e-05,2.24665525001555e-05
1996-06-13,4.1271936028985934e-05,4.831923284775996e-05,9.994572504434807e-05,2.7971029940898617e-05,2.184846094288595e-05
1996-06-14,4.1003350076840306e-05,4.6159212891749846e-05,0.00010024938021113705,2.819210345017531e-05,2.227544303701201e-05
1996-06-15,4.032027392142368e-05,4.437611576957323e-05,0.00010048762862946425,2.7749062964987914e-05,2.3032492779240243e-05
1996-06-16,4.0918516166277286e-05,4.616824667369457e-05,0.00010084378609587219,2.8072606636175834e-05,2.3392205119820986e-05
1996-06-17,3.940113077471885e-05,4.762833642568687e-05,0.00010081644772341747,2.7062984101933196e-05,2.4720438359437935e-05
1996-06-18,3.999258041398335e-05,4.638692375080744e-05,0.00010194040119859693,2.8615004494580987e-05,2.5176096399182057e-05
1996-06-19,3.933716306092627e-05,4.563967774240396e-05,0.00010173169183880226,2.9181118010424e-05,2.506621653397545e-05
1996-06-20,3.960230194088865e-05,4.5772261381138435e-05,0.00010167701654406613,3.061580965413313e-05,2.423350353786269e-05
1996-06-21,3.962511895494458e-05,4.633434873135833e-05,0.00010228646406829078,2.9733970600576143e-05,2.313903231687675e-05
1996-06-22,3.950914185746335e-05,4.6985855163717005e-05,0.00010215802148572095,3.0980485914877676e-05,2.3758858030520358e-05
1996-06-23,3.968054546787947e-05,4.5971287463197896e-05,0.00010165765663483484,3.053953625609118e-05,2.4632955293535375e-05
1996-06-24,3.848634952841046e-05,4.250985727249912e-05,0.00010074917641533787,3.12330944034489e-05,2.442036098693201e-05
1996-06-25,3.9794135832549316e-05,4.232781461022128e-05,0.00010115423394929657,2.984569297415085e-05,2.4118237574199952e-05
1996-06-26,3.976501056301984e-05,4.3314983255937634e-05,0.00010118508921186375,2.9279786817104636e-05,2.4983268596567854e-05
1996-06-27,3.9414591471054194e-05,4.059087291952146e-05,0.00010154730466993556,2.9411067993700968e-05,2.597729900499779e-05
1996-06-28,3.885684637783271e-05,4.097937322145029e-05,0.00010203213801029953,3.099228917347041e-05,2.6388088380846497e-05
1996-06-29,3.720668236173452e-05,3.963346874913398e-05,0.00010190905383855586,3.116580644801914e-05,2.6410680940447406e-05
1996-06-30,3.670938195288187e-05,4.050908971575673e-05,0.00010255556435612156,3.117940475494407e-05,2.6052206891780116e-05
1996-07-01,3.737644009960128e-05,4.0395803743376035e-05,0.00010227274378782347,3.1860846263276343e-05,2.734862836084595e-05
1996-07-02,3.6734254255099685e-05,4.217439210929541e-05,0.00010294385884335178,3.045950977620393e-05,2.5596541054273558e-05
1996-07-03,3.7149348855791686e-05,4.00909437285879e-05,0.00010371048143098527,3.0397478670174394e-05,2.6257777560712015e-05
1996-07-04,3.7745776550135446e-05,3.9450817072017585e-05,0.00010373999217327956,3.139210970282136e-05,2.6818692732355487e-05
1996-07-05,3.819805044646962e-05,3.8811818542150434e-05,0.00010310403351687647,3.0948651422280093e-05,2.691599782878029e-05
1996-07-06,3.802609719372185e-05,4.0600476100216554e-05,0.00010304109319636545,2.996313776670867e-05,2.6698506934819122e-05
1996-07-07,3.9719836925744545e-05,4.152428961146093e-05,0.00010276351146565332,3.284054334917741e-05,2.6525824552425803e-05
1996-07-08,4.05605489421923e-05,4.1932162955449215e-05,0.00010390536046611665,3.2186073454898434e-05,2.6742632281973044e-05
1996-07-09,4.1287038453852176e-05,4.264544934140524e-05,0.00010412555247807376,3.332151220636348e-05,2.712193400022933e-05
1996-07-10,4.183103942967392e-05,4.157830733797496e-05,0.00010402806868814451,3.357584274210623e-05,2.8263088103663847e-05
1996-07-11,4.286291409938414e-05,4.320283930714375e-05,0.00010388378782821839,3.4489914497726204e-05,2.8649733477381645e-05
1996-07-12,4.21078791958962e-05,4.430414249312342e-05,0.00010457537411734386,3.661629766193997e-05,2.85698002464585e-05
1996-07-13,4.191079694693123e-05,4.279882129920587e-05,0.00010465443500984328,3.675107372425046e-05,2.8293952674340872e-05
1996-07-14,4.098321386147852e-05,4.3136468489857194e-05,0.00010458647869837634,3.5705123775819914e-05,2.7980064403410054e-05
1996-07-15,4.172762626408755e-05,4.129183965351224e-05,0.00010518737652431831,3.638716219112048e-05,2.845294103681617e-05
1996-07-16,4.266791320572949e-05,4.201571266193582e-05,0.00010494217576129117,3.545901066503987e-05,2.9098387560599903e-05
1996-07-17,4.245344724096434e-05,4.354074669010721e-05,0.00010475801515230643,3.6644736972846204e-05,2.992668731360837e-05
1996-07-18,4.292331668009908e-05,4.261349802803238e-05,0.00010448500349591328,3.5859819825789785e-05,3.05798285349379e-05
1996-07-19,4.331402610402435e-05,4.241941089189183e-05,0.00010439740330103753,3.702216794132518e-05,3.103702706264144e-05
1996-07-20,4.3766864211036705e-05,4.2773755881686526e-05,0.00010423993646657692,3.5808758191979706e-05,3.1741176547583905e-05
1996-07-21,4.27760780727926e-05,4.3368780243246974e-05,0.00010394821875814308,3.605891453761778e-05,3.173781079723881e-05
1996-07-22,4.337926656550195e-05,4.5185669503844395e-05,0.00010504707756009424,3.553787031584932e-05,3.235537095047647e-05
1996-07-23,4.2326059246144965e-05,4.2726357059708064e-05,0.00010497246821783435,3.3733542214475776e-05,3.1600938665832246e-05
1996-07-24,4.1147555179144035e-05,4.167393194265401e-05,0.00010505151363382481,3.2440312433879015e-05,3.2257269480640005e-05
1996-07-25,4.12166827392646e-05,4.6148123934219853e-05,0.00010500438307370352,3.176428627771344e-05,3.268621190821719e-05
1996-07-26,4.147638513551932e-05,4.7326829145211136e-05,0.00010480766911613593,3.399068526088733e-05,3.26143479518759e-05
1996-07-27,4.0116112823618266e-05,4.640494453855837e-05,0.00010466505238992951,3.221702698619211e-05,3.29394499067881e-05
1996-07-28,4.0804130579052966e-05,4.624389279905827e-05,0.00010469413614555556,3.2661488660545857e-05,3.352220735797218e-05
1996-07-29,4.106862089470198e-05,4.405813892427446e-05,0.00010534832599029542,3.4147452742105955e-05,3.3157673968498e-05
1996-07-30,4.166043797515506e-05,4.300456405670339e-05,0.0001055450428359972,3.540344887720259e-05,3.411093110061714e-05
1996-07-31,4.084579093732721e-05,4.345516786252723e-05,0.00010655255540825692,3.7061343581168416e-05,3.339469099739034e-05
1996-08-01,4.331940162383141e-05,4.119293500348675e-05,0.00010635187504415278,3.514512409918957e-05,3.233101496014079e-05
1996-08-02,4.4387415205626723e-05,3.940766405641227e-05,0.000106529529919408,3.4920832026941184e-05,3.189456813901259e-05
1996-08-03,4.367016981188243e-05,4.101371852671676e-05,0.00010610625926821271,3.543582414700097e-05,3.2190635363082976e-05
1996-08-04,4.393578042249935e-05,3.970177277201614e-05,0.00010600404718719147,3.706092604627287e-05,3.201917826789469e-05
1996-08-05,4.3279895453274264e-05,4.195014943775277e-05,0.00010562269804870184,3.724590174347675e-05,3.2344169878406603e-05
1996-08-06,4.2573718538552185e-05,3.998467924071214e-05,0.00010628449862726264,3.8401891772732455e-05,3.2603504271477846e-05
1996-08-07,4.4864385278176044e-05,4.100785412197716e-05,0.00010660736746226362,3.973910997290275e-05,3.2383993285423074e-05
1996-08-08,4.4179662258780894e-05,4.140144915232291e-05,0.00010641128059996063,4.0014283881895096e-05,3.205756196211773e-05
1996-08-09,4.502856990984405e-05,4.192798194346814e-05,0.00010635763402744303,3.639391034160333e-05,3.203278566776824e-05
1996-08-10,4.555106169723544e-05,4.4479759641502525e-05,0.00010667025786870177,3.838463036576201e-05,3.216345491030559e-05
1996-08-11,4.398722698328861e-05,4.196760266061972e-05,0.00010639938520595749,4.0812717826410605e-05,3.2345344902262596e-05
1996-08-12,4.539666208969173e-05,4.224387930484852e-05,0.00010659811357904836,4.180306774581588e-05,3.197764364704092e-05
1996-08-13,4.503371940178802e-05,4.18995403690392e-05,0.00010681266321488359,3.99771885142286e-05,3.1734441197306396e-05
1996-08-14,4.416495934900233e-05,4.327462953068739e-05,0.00010685677435828822,3.995047804217222e-05,3.149670330837573e-05
1996-08-15,4.433639542700263e-05,4.1587623813788e-05,0.00010715602246236244,4.103235048669163e-05,3.1589985025171075e-05
1996-08-16,4.508168996664175e-05,4.288004231134401e-05,0.00010689218236881182,4.235947446340482e-05,3.286894097032089e-05
1996-08-17,4.51630734432662e-05,4.356211814826594e-05,0.00010750819940597012,4.2773300478415877e-05,3.264824485516016e-05
1996-08-18,4.4499487102056534e-05,4.310665834306171e-05,0.0001074519921910877,4.1520985376575226e-05,3.222215935760886e-05
1996-08-19,4.5165622318377174e-05,4.258596547934701e-05,0.00010685840092694576,4.1664649324424374e-05,3.2556495824787035e-05
1996-08-20,4.603635901379022e-05,4.606415782326678e-05,0.0001071126457663496,4.163544646562656e-05,3.163971546649158e-05
1996-08-21,4.443173190504801e-05,4.536503363627986e-05,0.0001062168856280632,4.119465178042958e-05,3.1882772484559396e-05
1996-08-22,4.4527698937368854e-05,4.628017216212754e-05,0.00010674497712814812,4.0950577580911585e-05,3.289975699383163e-05
1996-08-23,4.4705009235368465e-05,4.6637888190925736e-05,0.00010664398099469174,4.1153108739644395e-05,3.426734918798857e-05
1996-08-24,4.514519254628091e-05,4.736081328737818e-05,0.00010577438859016297,4.252251254999173e-05,3.4598904145477505e-05
1996-08-25,4.472096456420438e-05,4.6890243960096e-05,0.00010580178337038504,4.1788143059218186e-05,3.519054838196922e-05
1996-08-26,4.477966457550053e-05,4.809119341131485e-05,0.00010564690502423701,4.219213648437581e-05,3.586871321226148e-05
1996-08-27,4.366128493793475e-05,4.662528169574465e-05,0.00010536766009416887,4.27509501115253e-05,3.650455522175022e-05
1996-08-28,4.3699489617798903e-05,4.590659327763369e-05,0.00010490236438776002,4.2651384641434475e-05,3.6059405831956326e-05
1996-08-29,4.254458682262374e-05,4.954747875807186e-05,0.00010514660529081787,4.253397778719581e-05,3.723330213545317e-05
1996-08-30,4.245362644006434e-05,5.1211332814382615e-05,0.0001055328207277828,4.3329413944137585e-05,3.710715452043267e-05
1996-08-31,4.24178649449658e-05,4.896804730125659e-05,0.00010580420901051824,4.129479358638832e-05,3.7718794904328945e-05
1996-09-01,4.268925832540127e-05,5.196657245631897e-05,0.00010556924891735875,4.2182975213522766e-05,3.816062442818513e-05
1996-09-02,4.228253811922045e-05,5.155177849069936e-05,0.00010568917720021886,4.2526839454160026e-05,3.685275675646693e-05
1996-09-03,4.2482250482978046e-05,5.2465420832037424e-05,0.00010522918728694819,4.1558984297696e-05,3.763325383387972e-05
1996-09-04,4.226175828470069e-05,5.384446545475541e-05,0.00010641176224690518,4.2396757508278426e-05,3.788425211181945e-05
1996-09-05,4.2431409074561444e-05,5.232324466741822e-05,0.00010615791662571539,4.1946795771075074e-05,3.894406612925394e-05
1996-09-06,4.094100507945342e-05,5.026734606894401e-05,0.00010573870574681621,4.046262436085968e-05,4.00956945527664e-05
1996-09-07,4.081907789221795e-05,5.117536125465172e-05,0.00010588874280226257,3.9219908270382575e-05,4.132552741720197e-05
1996-09-08,4.175577141762865e-05,5.080217172293011e-05,0.00010635014680726584,3.8312399617046466e-05,4.084360940148635e-05
1996-09-09,4.205024964609727e-05,5.091827662329074e-05,0.00010622133225690611,3.862370904483825e-05,4.0368412474345305e-05
1996-09-10,4.274626282851912e-05,5.198782107695976e-05,0.00010645316815427464,3.851401358945239e-05,4.103524081888743e-05
1996-09-11,4.3619751547208097e-05,5.128402796583664e-05,0.00010616937454743791,3.855674140784693e-05,4.071312375120151e-05
1996-09-12,4.3301519379257414e-05,4.94163406195014e-05,0.00010554783299654424,3.896284905491321e-05,4.041593732084792e-05
1996-09-13,4.253016095856488e-05,4.966791047467112e-05,0.00010546518464971122,3.984550691904509e-05,4.0460345170023615e-05
1996-09-14,4.385591942535072e-05,4.944108032178818e-05,0.00010496558213235474,4.0469434496204215e-05,3.977431670021403e-05
1996-09-15,4.5059610964237606e-05,5.057995610280308e-05,0.00010478189994733711,4.118994223700767e-05,3.9037660710672384e-05
1996-09-16,4.4321875734665284e-05,5.2066638025261014e-05,0.00010505362362844828,3.9891005472192376e-05,3.917777016315682e-05
1996-09-17,4.328185498403414e-05,4.990515463609846e-05,0.00010529422906357944,4.127941481013586e-05,3.977454212100717e-05
1996-09-18,4.459157611136355e-05,4.95891266543147e-05,0.00010490278783792384,4.1165372312912396e-05,3.996936700123577e-05
1996-09-19,4.673902859142487e-05,4.8230643505453585e-05,0.00010462624255747066,4.146194343501719e-05,3.9515495057651506e-05
1996-09-20,4.698554502735597e-05,4.8221543762494434e-05,0.00010523191484690386,4.3284492590611734e-05,4.040928963577883e-05
1996-09-21,4.810075737826658e-05,4.88437420995691e-05,0.00010514817675022492,4.312326679967171e-05,3.982687030879006e-05
1996-09-22,4.8080140132356064e-05,4.6173589855813546e-05,0.00010557523733734087,4.3678214811881944e-05,4.016062340239657e-05
1996-09-23,4.687089988086868e-05,4.6001953105889726e-05,0.0001051700715637427,4.458975603527371e-05,4.030325450421479e-05
1996-09-24,4.5953343999594054e-05,4.649455524052826e-05,0.00010585317774958192,4.6763109594394336e-05,3.983744006652579e-05
1996-09-25,4.5604675198651634e-05,4.655832408317906e-05,0.00010530995513158281,4.517918172242119e-05,3.958934829051408e-05
1996-09-26,4.467032928845427e-05,4.996499610965266e-05,0.00010493395571686825,4.371432189298474e-05,3.944676257527924e-05
1996-09-27,4.558311585922681e-05,4.8798113757353434e-05,0.00010499942402231177,4.353877460006039e-05,4.0006713064144606e-05
1996-09-28,4.639330066558145e-05,4.847611503544513e-05,0.00010431282176970313,4.4802246652375644e-05,4.057905707499643e-05
1996-09-29,4.659368381099149e-05,4.7643527771867866e-05,0.00010487560486938108,4.48151905367844e-05,4.041134362253729e-05
1996-09-30,4.774715306754551e-05,4.45942411630984e-05,0.00010525960226859254,4.519262287594472e-05,4.113347696677039e-05
1996-10-01,4.6479108064767516e-05,4.542675946050956e-05,0.00010455838504497272,4.6496651423311164e-05,4.100140580454159e-05
1996-10-02,4.606077318292101e-05,4.510419092018658e-05,0.00010439574310749933,4.5115990237709624e-05,4.0966040356860134e-05
1996-10-03,4.754141636920117e-05,4.483650149245122e-05,0.00010441580788467242,4.517231296241597e-05,4.1827855647991186e-05
1996-10-04,4.648000016205245e-05,4.5113193498202975e-05,0.00010446603312042058,4.621386278502726e-05,4.13665669714014e-05
1996-10-05,4.85142506965186e-05,4.228321070809393e-05,0.00010441133125427271,4.634731451291785e-05,4.18611063834895e-05
1996-10-06,4.926746419542383e-05,4.0967438266426015e-05,0.00010471732738093209,4.526531354631658e-05,4.1398806395864796e-05
1996-10-07,4.937912377189768e-05,4.258618763852695e-05,0.00010493993540272584,4.616214163744026e-05,4.1498704199893766e-05
1996-10-08,5.010051496867618e-05,4.372587811984907e-05,0.0001055418474975589,4.51695405578878e-05,4.076406615127759e-05
1996-10-09,5.015503794147946e-05,4.4858934724389954e-05,0.00010540855057716847,4.493800051341701e-05,4.0307459754362895e-05
1996-10-10,4.957047766107614e-05,4.459009393253943e-05,0.00010586339101492648,4.377098025321047e-05,4.0964534497200944e-05
1996-10-11,4.7655794736201074e-05,4.555778644887987e-05,0.00010585848323740876,4.230113039072059e-05,3.989331892206849e-05
1996-10-12,4.807921492688827e-05,4.658283101877103e-05,0.00010545788003013534,4.1649608670146776e-05,4.041722217507093e-05
1996-10-13,4.8120105746285446e-05,4.40819421994032e-05,0.00010541308358402723,4.103932096821694e-05,4.158062358494696e-05
1996-10-14,4.68821524235441e-05,4.598253559406906e-05,0.0001053146817042716,4.0320642680002905e-05,4.108702992788871e-05
1996-10-15,4.7733356176138386e-05,4.510258493395369e-05,0.00010543058049794496,4.1291116541275485e-05,4.1828306274194205e-05
1996-10-16,4.6169176899812925e-05,4.546989775011667e-05,0.00010498090460453469,4.174756301877913e-05,4.1473398525671e-05
1996-10-17,4.520116320572143e-05,4.377457223836423e-05,0.00010492086126490108,4.383768788973619e-05,4.239500671454621e-05
1996-10-18,4.673667750143551e-05,4.657051777523513e-05,0.00010489378487221757,4.231878568683456e-05,4.357866928272891e-05
1996-10-19,4.66111686645565e-05,4.5814058381221656e-05,0.00010489515774314562,4.31958130366894e-05,4.402550093018931e-05
1996-10-20,4.616421200442922e-05,4.61180985231735e-05,0.00010514858092047774,4.3902602082868114e-05,4.3534555270730024e-05
1996-10-21,4.5308181924275104e-05,4.6628103755441686e-05,0.00010547646602021565,4.2500802845069074e-05,4.3589565332347036e-05
1996-10-22,4.273341109883866e-05,4.521722358963309e-05,0.00010576329929468109,4.3630110590386906e-05,4.2647012264529494e-05
1996-10-23,4.191636678418931e-05,4.359730953318319e-05,0.0001055513927274987,4.408281280854354e-05,4.282437173941389e-05
1996-10-24,4.347655177916465e-05,4.314527245674604e-05,0.00010536578355324622,4.286699511357739e-05,4.3779707157076686e-05
1996-10-25,4.457844622174356e-05,4.444786055213257e-05,0.00010495884482430995,4.3952437275285305e-05,4.3608010075635306e-05
1996-10-26,4.567045528003355e-05,4.225802119828259e-05,0.0001050223544651896,4.5281845223899e-05,4.3281399429551115e-05
1996-10-27,4.4333654318551297e-05,4.509417964104756e-05,0.00010539549754828847,4.6052824263842496e-05,4.278964232695692e-05
1996-10-28,4.5830781871814e-05,4.2418832825186215e-05,0.00010477421426924316,4.4632561036150875e-05,4.3551728163837566e-05
1996-10-29,4.585003165979984e-05,4.332662185224656e-05,0.00010473112773601301,4.532753835140291e-05,4.329275135694921e-05
1996-10-30,4.641398105342809e-05,4.1037099982377256e-05,0.00010402267960363254,4.578593374704454e-05,4.458118447203674e-05
1996-10-31,4.6751864883010086e-05,3.786533931826597e-05,0.00010329356441962645,4.613736926128986e-05,4.439707756875855e-05
1996-11-01,4.7742403528117094e-05,3.677024984227728e-05,0.0001030256060350343,4.72472216790365e-05,4.5519416416173186e-05
1996-11-02,4.95936736137903e-05,3.999396428655544e-05,0.00010243287778477494,4.6446454121662484e-05,4.5426666614334366e-05
1996-11-03,4.978316537496141e-05,4.0345885236936496e-05,0.00010268878939512227,4.644012985388635e-05,4.473966087981118e-05
1996-11-04,4.871527319050273e-05,4.035434037175101e-05,0.00010298345750481275,4.701062541401235e-05,4.531854071321284e-05
1996-11-05,4.8725261361903804e-05,4.43313222753261e-05,0.0001026384425186766,4.552700944082666e-05,4.599515784331487e-05
1996-11-06,4.7141962775887336e-05,4.927636140306113e-05,0.00010244166264095078,4.536426756174272e-05,4.6540569432318435e-05
1996-11-07,4.7148130325025406e-05,4.945561603997284e-05,0.00010286211884857899,4.5559084236090897e-05,4.567484947837208e-05
1996-11-08,4.710522517670235e-05,5.036958346438247e-05,0.00010255742103915111,4.681955617780176e-05,4.593001883534953e-05
1996-11-09,4.662470534100294e-05,4.8155426154661285e-05,0.00010271237687886625,4.577764866176004e-05,4.640857022208955e-05
1996-11-10,4.724635717900938e-05,4.720738630203947e-05,0.0001031298400080427,4.764602407369978e-05,4.5136760189468106e-05
1996-11-11,4.755566025016478e-05,4.522532784623223e-05,0.00010256627723959078,4.95250619962917e-05,4.631473886651527e-05
1996-11-12,4.911096055226771e-05,4.647094080389991e-05,0.00010201734075532265,4.936320140336292e-05,4.6722828502376856e-05
1996-11-13,4.875881896970746e-05,4.6885214056935354e-05,0.00010225790532292223,4.820282924278274e-05,4.665462030750689e-05
1996-11-14,4.934976210857478e-05,4.681835454012351e-05,0.00010204319579987242,4.83727904132536e-05,4.648894840242335e-05
1996-11-15,4.980118492436958e-05,4.663854869169093e-05,0.00010243346747618176,4.9343324688866375e-05,4.674376101432287e-05
1996-11-16,4.9188214633621996e-05,4.782294111915775e-05,0.0001028033996617328,5.059881255364829e-05,4.676101960088275e-05
1996-11-17,4.846160603344529e-05,4.707567709205662e-05,0.00010272524848886633,4.9347283968659283e-05,4.680175626958771e-05
1996-11-18,4.954739410933939e-05,4.7232929648144406e-05,0.00010242579066432889,5.0758521716876004e-05,4.7780176517742134e-05
1996-11-19,4.994882325592975e-05,4.757691154377852e-05,0.0001027046109713936,5.1999909767452834e-05,4.7490286495532885e-05
1996-11-20,5.061147360252427e-05,4.886950451399308e-05,0.00010233927760827655,5.1513817627135694e-05,4.715914660913256e-05
1996-11-21,5.119411488174741e-05,4.910988795847615e-05,0.00010231132671245646,5.230042029658044e-05,4.8273787800923174e-05
1996-11-22,5.0649100281185966e-05,5.153350513631416e-05,0.00010243146836996786,5.39401934354089e-05,4.917751420041583e-05
1996-11-23,5.122678852265139e-05,5.227609949431944e-05,0.00010245053946578153,5.282954561658393e-05,4.9716144456146694e-05
1996-11-24,5.0313112273103755e-05,5.233984328101293e-05,0.00010204533900859403,5.110946244313297e-05,4.902632039960331e-05
1996-11-25,5.012145323202155e-05,4.9028170515885705e-05,0.00010226996023865453,5.163216784187519e-05,4.904454790466417e-05
1996-11-26,5.0998710356298105e-05,5.067338122533016e-05,0.0001023080514603869,5.220563671515244e-05,4.872462078520101e-05
1996-11-27,4.9887588684294215e-05,4.837378829147809e-05,0.00010176987098797774,5.071774792297923e-05,4.952908069921769e-05
1996-11-28,4.908180036022891e-05,4.806950662095133e-05,0.00010154930407835216,4.90891145277228e-05,4.8890986259042535e-05
1996-11-29,4.9992213861704826e-05,4.955406650908323e-05,0.0001024184278330953,4.8557376911562145e-05,4.97321021375452e-05
1996-11-30,4.847319107348369e-05,4.75612276698012e-05,0.00010297260416880505,4.891519724847804e-05,4.947270537924986e-05
1996-12-01,5.105291758478181e-05,5.1388527868123646e-05,0.00010237430935000624,5.1811601525342255e-05,4.8250296796670256e-05
1996-12-02,5.0672711334298626e-05,5.080051064210167e-05,0.00010149523528446558,5.10838963756477e-05,4.93681420421499e-05
1996-12-03,4.9956073763457454e-05,4.998080545148831e-05,0.0001013697598966079,5.1521223589645615e-05,4.914511182096959e-05
1996-12-04,5.041797821858651e-05,5.1550509986508786e-05,0.000100240953562869,5.3279164430097836e-05,4.9067546390890726e-05
1996-12-05,5.041790724202855e-05,5.469708824334951e-05,0.00010047105351773666,5.4408715641329763e-05,4.964834908949278e-05
1996-12-06,4.944459905376064e-05,5.7993377847509464e-05,0.00010060344139994903,5.3313584436054384e-05,5.061889846302847e-05
1996-12-07,5.081605049506166e-05,5.616912817485442e-05,0.00010073260068232948,5.367347231310937e-05,4.9948231446661495e-05
1996-12-08,5.0568254879257424e-05,5.715687262397573e-05,0.0001003652851785386,5.3453245872914223e-05,5.076432866757408e-05
1996-12-09,5.05545794109441e-05,5.457554990195845e-05,0.0001000640223234317,5.333202125856751e-05,5.138824090722416e-05
1996-12-10,5.061657527205554e-05,5.4778388564935554e-05,9.947008596911111e-05,5.206151362768807e-05,5.036773406841277e-05
1996-12-11,4.9993384577451394e-05,5.577991645822067e-05,9.921299631021618e-05,5.257522571811002e-05,5.232598391535781e-05
1996-12-12,4.9116371163560046e-05,5.5171560517486284e-05,9.846559765835927e-05,5.464082688177996e-05,5.224597330300007e-05
1996-12-13,4.9641073623485354e-05,5.576254283279347e-05,9.801496049877123e-05,5.402931543518896e-05,5.193662698688151e-05
1996-12-14,5.057377923578521e-05,5.470165948073813e-05,9.74338145522946e-05,5.402288401934463e-05,5.1757182951028824e-05
1996-12-15,4.970440392026987e-05,5.304322596599853e-05,9.648184080557343e-05,5.330203105202713e-05,5.26123012611901e-05
1996-12-16,4.822188178654763e-05,5.231045205511542e-05,9.693390707554705e-05,5.415353468340989e-05,5.278776334716184e-05
1996-12-17,5.0149081037842436e-05,5.141729845603571e-05,9.747658537406778e-05,5.253926201298498e-05,5.2902854920100495e-05
1996-12-18,5.105979127817406e-05,5.122029911319714e-05,9.708206233405292e-05,5.38242124512589e-05,5.302136476847963e-05
1996-12-19,5.049145482782791e-05,5.0927331616490434e-05,9.692256934390464e-05,5.721273352743417e-05,5.326907816294302e-05
1996-12-20,5.004070777836489e-05,5.115791846344031e-05,9.785927079875023e-05,5.881137051311214e-05,5.355967630515934e-05
1996-12-21,5.107515153790487e-05,5.05154562013832e-05,9.843933309072739e-05,5.833825949497218e-05,5.3678331338291585e-05
1996-12-22,5.1153201138243176e-05,4.89333591988661e-05,9.816543544860501e-05,5.871083378927722e-05,5.436038131789722e-05
1996-12-23,5.133721871697361e-05,4.8900022147080335e-05,9.798355928913871e-05,5.832635451596957e-05,5.441959421159659e-05
1996-12-24,5.110818966458375e-05,4.7936429194095354e-05,9.785946475071583e-05,5.732134176250625e-05,5.49603187223191e-05
1996-12-25,5.207350473535044e-05,4.8689179186878206e-05,9.718501237232502e-05,5.774838947436578e-05,5.448706262356495e-05
1996-12-26,5.3082539094306824e-05,4.755633058506348e-05,9.792257347784883e-05,5.8179841698313695e-05,5.4809923164089724e-05
1996-12-27,5.3370248756401395e-05,5.023751380006658e-05,9.70232935644244e-05,5.7778821421328175e-05,5.5255923744113034e-05
1996-12-28,5.2400972827770786e-05,5.17882618669141e-05,9.69109330055673e-05,5.7454733237261024e-05,5.419254663197037e-05
1996-12-29,5.2050996329100485e-05,4.953942218421936e-05,9.596583613813436e-05,5.738049817893831e-05,5.395041754563401e-05
1996-12-30,5.2282487003063594e-05,5.0812177861958574e-05,9.566117163872789e-05,5.764504626171174e-05,5.40655747376384e-05
1996-12-31,5.260220412006689e-05,4.957273206107615e-05,9.606413071261422e-05,5.790442680586594e-05,5.611726964382946e-05
1997-01-01,5.299689142512776e-05,4.858946301689038e-05,9.638981867787777e-05,5.738039096603309e-05,5.7507335308182306e-05
1997-01-02,5.3576005637268054e-05,4.681802955430747e-05,9.598002479860313e-05,5.6748207984957943e-05,5.740516931274087e-05
1997-01-03,5.3748057356139967e-05,4.700878592434066e-05,9.498907008498314e-05,5.779461245669637e-05,5.731969378097723e-05
1997-01-04,5.371802017162253e-05,4.635319900558876e-05,9.495201973819256e-05,5.7361486034412934e-05,5.625345531834469e-05
1997-01-05,5.374225613130612e-05,4.5896507391063324e-05,9.46655772309235e-05,5.7380795663419804e-05,5.6861872202995656e-05
1997-01-06,5.516308509689871e-05,4.575958728914031e-05,9.388017255140824e-05,5.577180267168913e-05,5.694472089334823e-05
